"Kind","Name","PercentLackOfCohesion","CountClassCoupled","SumCyclomatic","MaxNesting","CountClassDerived","CountClassBase","MaxInheritanceTree"
"Public Method","org.repodriller.integration.ConcurrencyTest.simpleConcurrent",,,1,0,,,
"Public Class","org.repodriller.integration.DatesAndTimezonesTest",33,9,3,0,0,1,1
"Public Method","org.repodriller.integration.DatesAndTimezonesTest.oneTimezone",,,1,0,,,
"Public Method","org.repodriller.integration.DatesAndTimezonesTest.otherTimezone",,,1,0,,,
"Public Method","org.repodriller.integration.DatesAndTimezonesTest.setUp",,,1,0,,,
"Public Class","org.repodriller.integration.FirstParentOnlyTest",0,8,3,0,0,1,1
"Public Method","org.repodriller.integration.FirstParentOnlyTest.firstParentsOnly",,,1,0,,,
"Public Method","org.repodriller.integration.FirstParentOnlyTest.firstParentsOnlyInReverseOrder",,,1,0,,,
"Public Method","org.repodriller.integration.FirstParentOnlyTest.setUp",,,1,0,,,
"Public Class","org.repodriller.integration.OnlyModificationsWithFileTypeTest",0,10,2,0,0,1,1
"Public Method","org.repodriller.integration.OnlyModificationsWithFileTypeTest.setUp",,,1,0,,,
"Public Method","org.repodriller.integration.OnlyModificationsWithFileTypeTest.shouldFilterCommits",,,1,0,,,
"Public Class","org.repodriller.integration.ReverseOrderTest",0,8,3,0,0,1,1
"Public Method","org.repodriller.integration.ReverseOrderTest.setUp",,,1,0,,,
"Public Method","org.repodriller.integration.ReverseOrderTest.shouldVisitInAscendentOrder",,,1,0,,,
"Public Method","org.repodriller.integration.ReverseOrderTest.shouldVisitInDescendentOrder",,,1,0,,,
"Public Class","org.repodriller.integration.TSCheckoutTestVisitor",50,11,6,0,0,2,1
"Public Constructor","org.repodriller.integration.TSCheckoutTestVisitor.TSCheckoutTestVisitor",,,1,0,,,
"Public Method","org.repodriller.integration.TSCheckoutTestVisitor.getVisitedCommits",,,1,0,,,
"Public Method","org.repodriller.integration.TSCheckoutTestVisitor.getVisitedHashes",,,1,0,,,
"Public Method","org.repodriller.integration.TSCheckoutTestVisitor.getVisitedTimes",,,1,0,,,
"Public Method","org.repodriller.integration.TSCheckoutTestVisitor.name",,,1,0,,,
"Public Method","org.repodriller.integration.TSCheckoutTestVisitor.process",,,1,0,,,
"Public Class","org.repodriller.integration.TSTestVisitor",50,10,6,0,0,2,1
"Public Constructor","org.repodriller.integration.TSTestVisitor.TSTestVisitor",,,1,0,,,
"Public Method","org.repodriller.integration.TSTestVisitor.getVisitedCommits",,,1,0,,,
"Public Method","org.repodriller.integration.TSTestVisitor.getVisitedHashes",,,1,0,,,
"Public Method","org.repodriller.integration.TSTestVisitor.getVisitedTimes",,,1,0,,,
"Public Method","org.repodriller.integration.TSTestVisitor.name",,,1,0,,,
"Public Method","org.repodriller.integration.TSTestVisitor.process",,,1,0,,,
"Public Class","org.repodriller.integration.TestVisitor",50,7,6,0,0,2,1
"Public Constructor","org.repodriller.integration.TestVisitor.TestVisitor",,,1,0,,,
"Public Method","org.repodriller.integration.TestVisitor.getVisitedCommits",,,1,0,,,
"Public Method","org.repodriller.integration.TestVisitor.getVisitedHashes",,,1,0,,,
"Public Method","org.repodriller.integration.TestVisitor.getVisitedTimes",,,1,0,,,
"Public Method","org.repodriller.integration.TestVisitor.name",,,1,0,,,
"Public Method","org.repodriller.integration.TestVisitor.process",,,1,0,,,
"Public Class","org.repodriller.integration.ThrowingTest",0,7,2,0,0,1,1
"Public Method","org.repodriller.integration.ThrowingTest.setUp",,,1,0,,,
"Public Method","org.repodriller.integration.ThrowingTest.visitWhileVisitorThrows",,,1,0,,,
"Public Class","org.repodriller.integration.ThrowingTestVisitor",50,8,6,0,0,2,1
"Public Constructor","org.repodriller.integration.ThrowingTestVisitor.ThrowingTestVisitor",,,1,0,,,
"Public Method","org.repodriller.integration.ThrowingTestVisitor.getVisitedCommits",,,1,0,,,
"Public Method","org.repodriller.integration.ThrowingTestVisitor.getVisitedHashes",,,1,0,,,
"Public Method","org.repodriller.integration.ThrowingTestVisitor.getVisitedTimes",,,1,0,,,
"Public Method","org.repodriller.integration.ThrowingTestVisitor.name",,,1,0,,,
"Public Method","org.repodriller.integration.ThrowingTestVisitor.process",,,1,0,,,
"Package","org.repodriller.memory",,,15,2,,,
"Public Class","org.repodriller.memory.MemoryConsumptionTest",67,19,12,2,0,1,1
"Class","org.repodriller.memory.MemoryConsumptionTest.MemoryVisitor",0,8,3,1,0,2,1
"Public Method","org.repodriller.memory.MemoryConsumptionTest.MemoryVisitor.process",,,3,1,,,
"Public Method","org.repodriller.memory.MemoryConsumptionTest.measureMemoryConsumption",,,4,1,,,
"Lambda Method","org.repodriller.memory.MemoryConsumptionTest.measureMemoryConsumption.(lambda_expr_1)",,,1,0,,,
"Lambda Method","org.repodriller.memory.MemoryConsumptionTest.measureMemoryConsumption.(lambda_expr_2)",,,1,0,,,
"Private Method","org.repodriller.memory.MemoryConsumptionTest.postGithub",,,7,2,,,
"Lambda Method","org.repodriller.memory.MemoryConsumptionTest.postGithub.(lambda_expr_1)",,,1,0,,,
"Lambda Method","org.repodriller.memory.MemoryConsumptionTest.postGithub.(lambda_expr_2)",,,1,0,,,
"Private Method","org.repodriller.memory.MemoryConsumptionTest.runningInTravis",,,1,0,,,
"Package","org.repodriller.persistence",,,3,0,,,
"Public Class","org.repodriller.persistence.NoPersistence",0,1,2,0,0,2,1
"Public Method","org.repodriller.persistence.NoPersistence.close",,,1,0,,,
"Public Method","org.repodriller.persistence.NoPersistence.write",,,1,0,,,
"Public Interface","org.repodriller.persistence.PersistenceMechanism",0,0,0,0,2,0,0
"Abstract Method","org.repodriller.persistence.PersistenceMechanism.close",,,0,0,,,
"Abstract Method","org.repodriller.persistence.PersistenceMechanism.write",,,0,0,,,
"Public Class","org.repodriller.persistence.PersistenceMechanismException",0,1,1,0,0,1,2
"Public Constructor","org.repodriller.persistence.PersistenceMechanismException.PersistenceMechanismException",,,1,0,,,
"Package","org.repodriller.persistence.csv",,,32,2,,,
"Public Class","org.repodriller.persistence.csv.CSVFile",78,15,21,2,0,2,1
"Public Constructor","org.repodriller.persistence.csv.CSVFile.CSVFile",,,1,0,,,
"Public Constructor","org.repodriller.persistence.csv.CSVFile.CSVFile",,,1,0,,,
"Public Constructor","org.repodriller.persistence.csv.CSVFile.CSVFile",,,3,2,,,
"Public Constructor","org.repodriller.persistence.csv.CSVFile.CSVFile",,,1,0,,,
"Public Constructor","org.repodriller.persistence.csv.CSVFile.CSVFile",,,1,0,,,
"Public Constructor","org.repodriller.persistence.csv.CSVFile.CSVFile",,,1,0,,,
"Public Constructor","org.repodriller.persistence.csv.CSVFile.CSVFile",,,1,0,,,
"Public Constructor","org.repodriller.persistence.csv.CSVFile.CSVFile",,,1,0,,,
"Public Constructor","org.repodriller.persistence.csv.CSVFile.CSVFile",,,1,0,,,
"Public Method","org.repodriller.persistence.csv.CSVFile.close",,,2,1,,,
"Private Method","org.repodriller.persistence.csv.CSVFile.open",,,2,1,,,
"Public Method","org.repodriller.persistence.csv.CSVFile.write",,,6,2,,,
"Lambda Method","org.repodriller.persistence.csv.CSVFile.write.(lambda_expr_1)",,,3,0,,,
"Public Class","org.repodriller.persistence.csv.CSVFileFormatException",0,1,1,0,0,1,2
"Public Constructor","org.repodriller.persistence.csv.CSVFileFormatException.CSVFileFormatException",,,1,0,,,
"Public Class","org.repodriller.persistence.csv.CSVFileTest",11,11,10,0,0,1,1
"Public Method","org.repodriller.persistence.csv.CSVFileTest.escapeStrings",,,1,0,,,
"Public Method","org.repodriller.persistence.csv.CSVFileTest.nullHeader",,,1,0,,,
"Public Method","org.repodriller.persistence.csv.CSVFileTest.printNulls",,,1,0,,,
"Public Method","org.repodriller.persistence.csv.CSVFileTest.printSimpleCSV",,,1,0,,,
"Public Method","org.repodriller.persistence.csv.CSVFileTest.printStringsAndOtherTypes",,,1,0,,,
"Public Method","org.repodriller.persistence.csv.CSVFileTest.setUp",,,2,0,,,
"Public Method","org.repodriller.persistence.csv.CSVFileTest.singleColumn",,,1,0,,,
"Public Method","org.repodriller.persistence.csv.CSVFileTest.valuesDoNotMatchHeaders",,,1,0,,,
"Public Method","org.repodriller.persistence.csv.CSVFileTest.valuesMatchHeaders",,,1,0,,,
"Package","org.repodriller.scm",,,265,3,,,
"Public Class","org.repodriller.scm.BlamedLine",44,2,29,2,0,1,1
"Public Constructor","org.repodriller.scm.BlamedLine.BlamedLine",,,1,0,,,
"Public Method","org.repodriller.scm.BlamedLine.equals",,,17,2,,,
"Public Method","org.repodriller.scm.BlamedLine.getAuthor",,,1,0,,,
"Public Method","org.repodriller.scm.BlamedLine.getCommit",,,1,0,,,
"Public Method","org.repodriller.scm.BlamedLine.getCommitter",,,1,0,,,
"Public Method","org.repodriller.scm.BlamedLine.getLine",,,1,0,,,
"Public Method","org.repodriller.scm.BlamedLine.getLineNumber",,,1,0,,,
"Public Method","org.repodriller.scm.BlamedLine.hashCode",,,5,0,,,
"Public Method","org.repodriller.scm.BlamedLine.toString",,,1,0,,,
"Public Class","org.repodriller.scm.CollectConfiguration",68,4,12,0,0,1,1
"Public Method","org.repodriller.scm.CollectConfiguration.basicOnly",,,1,0,,,
"Public Method","org.repodriller.scm.CollectConfiguration.branches",,,1,0,,,
"Public Method","org.repodriller.scm.CollectConfiguration.commitMessages",,,1,0,,,
"Public Method","org.repodriller.scm.CollectConfiguration.diffs",,,1,0,,,
"Public Method","org.repodriller.scm.CollectConfiguration.diffs",,,1,0,,,
"Public Method","org.repodriller.scm.CollectConfiguration.everything",,,1,0,,,
"Public Method","org.repodriller.scm.CollectConfiguration.getDiffFilters",,,1,0,,,
"Public Method","org.repodriller.scm.CollectConfiguration.isCollectingBranches",,,1,0,,,
"Public Method","org.repodriller.scm.CollectConfiguration.isCollectingCommitMessages",,,1,0,,,
"Public Method","org.repodriller.scm.CollectConfiguration.isCollectingDiffs",,,1,0,,,
"Public Method","org.repodriller.scm.CollectConfiguration.isCollectingSourceCode",,,1,0,,,
"Public Method","org.repodriller.scm.CollectConfiguration.sourceCode",,,1,0,,,
"Public Interface","org.repodriller.scm.CommitVisitor",0,4,3,0,5,0,0
"Method","org.repodriller.scm.CommitVisitor.finalize",,,1,0,,,
"Method","org.repodriller.scm.CommitVisitor.initialize",,,1,0,,,
"Method","org.repodriller.scm.CommitVisitor.name",,,1,0,,,
"Abstract Method","org.repodriller.scm.CommitVisitor.process",,,0,0,,,
"Public Class","org.repodriller.scm.FirstParentFilter",50,6,4,1,0,1,2
"Public Method","org.repodriller.scm.FirstParentFilter.clone",,,1,0,,,
"Public Method","org.repodriller.scm.FirstParentFilter.include",,,3,1,,,
"Public Class","org.repodriller.scm.GitRemoteRepository",78,19,22,2,0,1,2
"Public Constructor","org.repodriller.scm.GitRemoteRepository.GitRemoteRepository",,,1,0,,,
"Public Constructor","org.repodriller.scm.GitRemoteRepository.GitRemoteRepository",,,4,2,,,
"Public Static Method","org.repodriller.scm.GitRemoteRepository.allProjectsIn",,,1,0,,,
"Protected Static Method","org.repodriller.scm.GitRemoteRepository.allProjectsIn",,,2,1,,,
"Public Method","org.repodriller.scm.GitRemoteRepository.clone",,,2,1,,,
"Private Method","org.repodriller.scm.GitRemoteRepository.cloneGitRepository",,,2,1,,,
"Public Method","org.repodriller.scm.GitRemoteRepository.delete",,,3,2,,,
"Public Static Method","org.repodriller.scm.GitRemoteRepository.hostedOn",,,1,0,,,
"Public Static Method","org.repodriller.scm.GitRemoteRepository.hostedOn",,,1,0,,,
"Private Static Method","org.repodriller.scm.GitRemoteRepository.repoNameFromURI",,,3,1,,,
"Public Static Method","org.repodriller.scm.GitRemoteRepository.singleProject",,,1,0,,,
"Public Static Method","org.repodriller.scm.GitRemoteRepository.singleProject",,,1,0,,,
"Public Abstract Class","org.repodriller.scm.GitRemoteRepositoryBuilder",0,1,0,0,2,1,1
"Public Class","org.repodriller.scm.GitRepository",89,58,95,3,1,2,1
"Protected Constructor","org.repodriller.scm.GitRepository.GitRepository",,,1,0,,,
"Public Constructor","org.repodriller.scm.GitRepository.GitRepository",,,1,0,,,
"Public Constructor","org.repodriller.scm.GitRepository.GitRepository",,,1,0,,,
"Public Static Method","org.repodriller.scm.GitRepository.allProjectsIn",,,1,0,,,
"Public Static Method","org.repodriller.scm.GitRepository.allProjectsIn",,,2,1,,,
"Public Method","org.repodriller.scm.GitRepository.blame",,,1,0,,,
"Public Method","org.repodriller.scm.GitRepository.blame",,,1,0,,,
"Public Method","org.repodriller.scm.GitRepository.blame",,,5,3,,,
"Private Method","org.repodriller.scm.GitRepository.checkMaxNumberOfFiles",,,2,1,,,
"Private Method","org.repodriller.scm.GitRepository.checkMaxSizeOfDiff",,,2,1,,,
"Public Method","org.repodriller.scm.GitRepository.checkout",,,2,1,,,
"Public Method","org.repodriller.scm.GitRepository.clone",,,1,0,,,
"Private Method","org.repodriller.scm.GitRepository.convertToDate",,,1,0,,,
"Public Method","org.repodriller.scm.GitRepository.delete",,,3,2,,,
"Private Method","org.repodriller.scm.GitRepository.deleteMMBranch",,,3,2,,,
"Private Method","org.repodriller.scm.GitRepository.diffFiltersAccept",,,3,2,,,
"Private Method","org.repodriller.scm.GitRepository.diffToModification",,,3,1,,,
"Private Method","org.repodriller.scm.GitRepository.diffsForTheCommit",,,2,0,,,
"Private Method","org.repodriller.scm.GitRepository.discoverMainBranchName",,,1,0,,,
"Private Method","org.repodriller.scm.GitRepository.extractChangeSet",,,1,0,,,
"Public Method","org.repodriller.scm.GitRepository.files",,,2,1,,,
"Private Method","org.repodriller.scm.GitRepository.firstParentsOnly",,,3,2,,,
"Private Method","org.repodriller.scm.GitRepository.getActualRefObjectId",,,2,1,,,
"Private Method","org.repodriller.scm.GitRepository.getAllCommits",,,2,1,,,
"Private Method","org.repodriller.scm.GitRepository.getAllFilesInPath",,,1,0,,,
"Private Method","org.repodriller.scm.GitRepository.getBranches",,,3,1,,,
"Lambda Method","org.repodriller.scm.GitRepository.getBranches.(lambda_expr_1)",,,1,0,,,
"Public Method","org.repodriller.scm.GitRepository.getChangeSets",,,3,2,,,
"Public Method","org.repodriller.scm.GitRepository.getCommit",,,8,3,,,
"Lambda Method","org.repodriller.scm.GitRepository.getCommit.(lambda_expr_1)",,,1,0,,,
"Public Method","org.repodriller.scm.GitRepository.getCommitFromTag",,,3,2,,,
"Public Method","org.repodriller.scm.GitRepository.getDiffBetweenCommits",,,4,2,,,
"Private Method","org.repodriller.scm.GitRepository.getDiffBetweenCommits",,,3,3,,,
"Lambda Method","org.repodriller.scm.GitRepository.getDiffBetweenCommits.(lambda_expr_1)",,,2,0,,,
"Private Method","org.repodriller.scm.GitRepository.getDiffText",,,3,1,,,
"Public Method","org.repodriller.scm.GitRepository.getHead",,,2,1,,,
"Public Method","org.repodriller.scm.GitRepository.getMaxNumberFilesInACommit",,,1,0,,,
"Private Method","org.repodriller.scm.GitRepository.getSourceCode",,,3,1,,,
"Private Method","org.repodriller.scm.GitRepository.getSystemProperty",,,1,0,,,
"Public Method","org.repodriller.scm.GitRepository.info",,,2,1,,,
"Protected Method","org.repodriller.scm.GitRepository.openRepository",,,2,1,,,
"Public Method","org.repodriller.scm.GitRepository.reset",,,2,1,,,
"Private Method","org.repodriller.scm.GitRepository.setContext",,,2,1,,,
"Public Method","org.repodriller.scm.GitRepository.setDataToCollect",,,1,0,,,
"Public Method","org.repodriller.scm.GitRepository.setFirstParentOnly",,,1,0,,,
"Public Method","org.repodriller.scm.GitRepository.setPath",,,1,0,,,
"Public Static Method","org.repodriller.scm.GitRepository.singleProject",,,1,0,,,
"Public Static Method","org.repodriller.scm.GitRepository.singleProject",,,1,0,,,
"Public Method","org.repodriller.scm.GitRepository.totalCommits",,,1,0,,,
"Public Class","org.repodriller.scm.MultipleGitRemoteRepositoryBuilder",50,4,4,0,0,1,2
"Public Constructor","org.repodriller.scm.MultipleGitRemoteRepositoryBuilder.MultipleGitRemoteRepositoryBuilder",,,1,0,,,
"Public Method","org.repodriller.scm.MultipleGitRemoteRepositoryBuilder.asBareRepos",,,1,0,,,
"Public Method","org.repodriller.scm.MultipleGitRemoteRepositoryBuilder.buildAsSCMRepositories",,,1,0,,,
"Public Method","org.repodriller.scm.MultipleGitRemoteRepositoryBuilder.inTempDir",,,1,0,,,
"Public Class","org.repodriller.scm.RepositoryFile",13,4,8,0,0,1,1
"Public Constructor","org.repodriller.scm.RepositoryFile.RepositoryFile",,,1,0,,,
"Public Method","org.repodriller.scm.RepositoryFile.fileNameContains",,,1,0,,,
"Public Method","org.repodriller.scm.RepositoryFile.fileNameEndsWith",,,1,0,,,
"Public Method","org.repodriller.scm.RepositoryFile.fileNameMatches",,,1,0,,,
"Public Method","org.repodriller.scm.RepositoryFile.getFile",,,1,0,,,
"Public Method","org.repodriller.scm.RepositoryFile.getFullName",,,1,0,,,
"Public Method","org.repodriller.scm.RepositoryFile.getSourceCode",,,1,0,,,
"Public Method","org.repodriller.scm.RepositoryFile.toString",,,1,0,,,
"Public Interface","org.repodriller.scm.SCM",0,9,0,0,2,0,0
"Abstract Method","org.repodriller.scm.SCM.blame",,,0,0,,,
"Abstract Method","org.repodriller.scm.SCM.blame",,,0,0,,,
"Abstract Method","org.repodriller.scm.SCM.checkout",,,0,0,,,
"Abstract Method","org.repodriller.scm.SCM.clone",,,0,0,,,
"Abstract Method","org.repodriller.scm.SCM.delete",,,0,0,,,
"Abstract Method","org.repodriller.scm.SCM.files",,,0,0,,,
"Abstract Method","org.repodriller.scm.SCM.getChangeSets",,,0,0,,,
"Abstract Method","org.repodriller.scm.SCM.getCommit",,,0,0,,,
"Abstract Method","org.repodriller.scm.SCM.getCommitFromTag",,,0,0,,,
"Abstract Method","org.repodriller.scm.SCM.getDiffBetweenCommits",,,0,0,,,
"Abstract Method","org.repodriller.scm.SCM.getHead",,,0,0,,,
"Abstract Method","org.repodriller.scm.SCM.info",,,0,0,,,
"Abstract Method","org.repodriller.scm.SCM.reset",,,0,0,,,
"Abstract Method","org.repodriller.scm.SCM.setDataToCollect",,,0,0,,,
"Abstract Method","org.repodriller.scm.SCM.totalCommits",,,0,0,,,
"Public Class","org.repodriller.scm.SCMRepository",57,3,9,0,0,1,1
"Public Constructor","org.repodriller.scm.SCMRepository.SCMRepository",,,1,0,,,
"Public Method","org.repodriller.scm.SCMRepository.getFirstCommit",,,1,0,,,
"Public Method","org.repodriller.scm.SCMRepository.getHeadCommit",,,1,0,,,
"Public Method","org.repodriller.scm.SCMRepository.getLastDir",,,1,0,,,
"Public Method","org.repodriller.scm.SCMRepository.getOrigin",,,2,0,,,
"Public Method","org.repodriller.scm.SCMRepository.getPath",,,1,0,,,
"Public Method","org.repodriller.scm.SCMRepository.getScm",,,1,0,,,
"Public Method","org.repodriller.scm.SCMRepository.toString",,,1,0,,,
"Public Class","org.repodriller.scm.SingleGitRemoteRepositoryBuilder",40,4,5,0,0,1,2
"Public Constructor","org.repodriller.scm.SingleGitRemoteRepositoryBuilder.SingleGitRemoteRepositoryBuilder",,,1,0,,,
"Public Method","org.repodriller.scm.SingleGitRemoteRepositoryBuilder.asBareRepos",,,1,0,,,
"Public Method","org.repodriller.scm.SingleGitRemoteRepositoryBuilder.build",,,1,0,,,
"Public Method","org.repodriller.scm.SingleGitRemoteRepositoryBuilder.buildAsSCMRepository",,,1,0,,,
"Public Method","org.repodriller.scm.SingleGitRemoteRepositoryBuilder.inTempDir",,,1,0,,,
"Public Class","org.repodriller.scm.SubversionRepository",88,51,74,3,0,2,1
"Public Constructor","org.repodriller.scm.SubversionRepository.SubversionRepository",,,1,0,,,
"Public Constructor","org.repodriller.scm.SubversionRepository.SubversionRepository",,,1,0,,,
"Public Constructor","org.repodriller.scm.SubversionRepository.SubversionRepository",,,1,0,,,
"Public Constructor","org.repodriller.scm.SubversionRepository.SubversionRepository",,,1,0,,,
"Public Static Method","org.repodriller.scm.SubversionRepository.allProjectsIn",,,1,0,,,
"Public Static Method","org.repodriller.scm.SubversionRepository.allProjectsIn",,,2,1,,,
"Private Method","org.repodriller.scm.SubversionRepository.authenticateIfNecessary",,,2,1,,,
"Public Method","org.repodriller.scm.SubversionRepository.blame",,,2,1,,,
"Public Method","org.repodriller.scm.SubversionRepository.blame",,,1,0,,,
"Private Method","org.repodriller.scm.SubversionRepository.checkMaxNumber",,,3,1,,,
"Public Method","org.repodriller.scm.SubversionRepository.checkout",,,3,1,,,
"Private Method","org.repodriller.scm.SubversionRepository.clearWorkingCopy",,,2,1,,,
"Public Method","org.repodriller.scm.SubversionRepository.clone",,,1,0,,,
"Private Method","org.repodriller.scm.SubversionRepository.convertToCalendar",,,1,0,,,
"Private Method","org.repodriller.scm.SubversionRepository.createCommit",,,1,0,,,
"Private Method","org.repodriller.scm.SubversionRepository.createWorkingCopy",,,3,2,,,
"Public Method","org.repodriller.scm.SubversionRepository.delete",,,3,2,,,
"Public Method","org.repodriller.scm.SubversionRepository.files",,,3,2,,,
"Private Method","org.repodriller.scm.SubversionRepository.getAllFilesInPath",,,1,0,,,
"Private Method","org.repodriller.scm.SubversionRepository.getAuthenticationManager",,,2,1,,,
"Public Method","org.repodriller.scm.SubversionRepository.getChangeSets",,,4,2,,,
"Public Method","org.repodriller.scm.SubversionRepository.getCommit",,,5,3,,,
"Public Method","org.repodriller.scm.SubversionRepository.getCommitFromTag",,,1,0,,,
"Public Method","org.repodriller.scm.SubversionRepository.getDiffBetweenCommits",,,1,0,,,
"Private Method","org.repodriller.scm.SubversionRepository.getDiffText",,,3,2,,,
"Public Method","org.repodriller.scm.SubversionRepository.getHead",,,3,1,,,
"Public Method","org.repodriller.scm.SubversionRepository.getMaxNumberFilesInACommit",,,1,0,,,
"Private Method","org.repodriller.scm.SubversionRepository.getModificationType",,,5,1,,,
"Private Method","org.repodriller.scm.SubversionRepository.getModifications",,,2,1,,,
"Public Method","org.repodriller.scm.SubversionRepository.getPath",,,1,0,,,
"Private Method","org.repodriller.scm.SubversionRepository.getSourceCode",,,2,1,,,
"Public Method","org.repodriller.scm.SubversionRepository.info",,,3,1,,,
"Private Method","org.repodriller.scm.SubversionRepository.isNotAnImportantFile",,,1,0,,,
"Public Method","org.repodriller.scm.SubversionRepository.reset",,,3,1,,,
"Public Method","org.repodriller.scm.SubversionRepository.setDataToCollect",,,1,0,,,
"Public Static Method","org.repodriller.scm.SubversionRepository.singleProject",,,1,0,,,
"Public Static Method","org.repodriller.scm.SubversionRepository.singleProject",,,1,0,,,
"Public Method","org.repodriller.scm.SubversionRepository.totalCommits",,,1,0,,,
"Package","org.repodriller.scm.git",,,47,1,,,
"Public Class","org.repodriller.scm.git.GitRemoteRepositoryTest",45,19,8,1,0,1,1
"Public Static Method","org.repodriller.scm.git.GitRemoteRepositoryTest.deleteTempResource",,,4,1,,,
"Public Static Method","org.repodriller.scm.git.GitRemoteRepositoryTest.readPath",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRemoteRepositoryTest.shouldGetInfoFromARepo",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRemoteRepositoryTest.shouldGetSameOriginURL",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRemoteRepositoryTest.shouldInitWithGivenTempDir",,,1,0,,,
"Public Class","org.repodriller.scm.git.GitRepoWithCollectConfigurationTest",42,11,10,1,0,1,1
"Public Static Method","org.repodriller.scm.git.GitRepoWithCollectConfigurationTest.readPath",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepoWithCollectConfigurationTest.setUp",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepoWithCollectConfigurationTest.shouldBringCommitMessage",,,2,1,,,
"Public Method","org.repodriller.scm.git.GitRepoWithCollectConfigurationTest.shouldBringDiff",,,2,1,,,
"Public Method","org.repodriller.scm.git.GitRepoWithCollectConfigurationTest.shouldBringNothingIfConfigured",,,2,1,,,
"Public Method","org.repodriller.scm.git.GitRepoWithCollectConfigurationTest.shouldBringSourceCode",,,2,1,,,
"Public Class","org.repodriller.scm.git.GitRepositoryTest",86,20,29,0,0,1,1
"Public Method","org.repodriller.scm.git.GitRepositoryTest.blameFullFile",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.deprecatedBlame",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.firstParentOnly",,,8,0,,,
"Lambda Method","org.repodriller.scm.git.GitRepositoryTest.firstParentOnly.(lambda_expr_1)",,,1,0,,,
"Lambda Method","org.repodriller.scm.git.GitRepositoryTest.firstParentOnly.(lambda_expr_2)",,,1,0,,,
"Lambda Method","org.repodriller.scm.git.GitRepositoryTest.firstParentOnly.(lambda_expr_3)",,,1,0,,,
"Lambda Method","org.repodriller.scm.git.GitRepositoryTest.firstParentOnly.(lambda_expr_4)",,,1,0,,,
"Lambda Method","org.repodriller.scm.git.GitRepositoryTest.firstParentOnly.(lambda_expr_5)",,,1,0,,,
"Lambda Method","org.repodriller.scm.git.GitRepositoryTest.firstParentOnly.(lambda_expr_6)",,,1,0,,,
"Lambda Method","org.repodriller.scm.git.GitRepositoryTest.firstParentOnly.(lambda_expr_7)",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.getBranchesFromCommit",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.isCommitInMasterBranch",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.mergeCommits",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.parentCommits",,,1,0,,,
"Public Static Method","org.repodriller.scm.git.GitRepositoryTest.readPath",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.setUp",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.shouldDetailACommit",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.shouldDetailARename",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.shouldGetAllCommits",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.shouldGetHead",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.shouldGetInfoFromARepo",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.shouldGetModificationStatus",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.shouldGetNumberOfModifications",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.shouldListAllFilesInACommit",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.shouldOnlyLoadFilteredDiffsIntoModifications",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.shouldReturnDiffBetweenCommitsWithOneModification",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.shouldReturnDiffWithManyModifications",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.tags",,,1,0,,,
"Public Method","org.repodriller.scm.git.GitRepositoryTest.tagsException",,,1,0,,,
"Package","org.repodriller.scm.subversion",,,19,1,,,
"Public Class","org.repodriller.scm.subversion.SubversionRepositoryTest",26,16,19,1,0,1,1
"Public Method","org.repodriller.scm.subversion.SubversionRepositoryTest.blame",,,1,0,,,
"Public Method","org.repodriller.scm.subversion.SubversionRepositoryTest.invalidMaxNumberOfFilesInACommit",,,3,1,,,
"Public Static Method","org.repodriller.scm.subversion.SubversionRepositoryTest.readPath",,,1,0,,,
"Public Method","org.repodriller.scm.subversion.SubversionRepositoryTest.setUp",,,1,0,,,
"Public Method","org.repodriller.scm.subversion.SubversionRepositoryTest.shouldDetailACommit",,,1,0,,,
"Public Method","org.repodriller.scm.subversion.SubversionRepositoryTest.shouldDetailARename",,,1,0,,,
"Public Method","org.repodriller.scm.subversion.SubversionRepositoryTest.shouldGetAllCommits",,,1,0,,,
